id,Date,Location,Artist,Venue,Lineup,Gear Notes,Link,Created on
371,2025-04-27,"Charleston, SC",Waxahatchee,High Water Festival,High Water Festival,,https://link.seated.com/168d7996-52fc-4ce9-9333-779f18afd3ae,2025-08-03
372,2025-04-29,"Miami Beach, FL",Waxahatchee,The Fillmore Miami Beach,"Wilco, Waxahatchee",,https://link.seated.com/28c4a54f-0379-457b-ba83-5e9c7827a056,2025-08-03
373,2025-04-30,"St. Augustine, FL",Waxahatchee,The St. Augustine Amphitheatre,"Wilco, Waxahatchee",,https://link.seated.com/62acbc55-99b5-4a01-8477-556c6edd09ae,2025-08-03
374,2025-05-03,"New Orleans, LA",Waxahatchee,Saenger Theatre,"Wilco, Waxahatchee",,https://link.seated.com/c3a26b22-cc47-4d80-8106-4f401643b60b,2025-08-03
375,2025-05-04,"Houston, TX",Waxahatchee,White Oak Music Hall (Lawn),"Wilco, Waxahatchee",,https://link.seated.com/40c8c469-04b0-4d73-b5f6-0de4a5bf9f62,2025-08-03
376,2025-05-06,"San Antonio, TX",Waxahatchee,The Espee,"Wilco, Waxahatchee",,https://link.seated.com/25fe0147-6979-4d63-aa06-04a5488110dc,2025-08-03
377,2025-05-07,"Irving, TX",Waxahatchee,The Pavilion at Toyota Music Factory,"Wilco, Waxahatchee",,https://link.seated.com/edd3d2fb-6e92-4602-854d-7cc3c9f3e466,2025-08-03
378,2025-05-09,"Nashville, TN",Waxahatchee,The Pinnacle,"Wilco, Waxahatchee",,https://link.seated.com/d24a5f22-acb1-4ab0-b6ec-ed1ed3f1bfab,2025-08-03
379,2025-05-10,"Atlanta, GA",Waxahatchee,Cadence Bank Amphitheatre at Chastain Park,"Wilco, Waxahatchee",,https://link.seated.com/a41d81bc-47f5-4bff-9528-aeead3578a14,2025-08-03
380,2025-05-11,"Chattanooga, TN",Waxahatchee,Soldiers and Sailors Memorial Auditorium,"Wilco, Waxahatchee",,https://link.seated.com/26347d80-8579-4a13-8af9-4ebeaf93e94a,2025-08-03
381,2025-05-12,"Birmingham, AL",Waxahatchee,Avondale Brewing Company,"Wilco, Waxahatchee",,https://link.seated.com/50f55575-79c8-48a8-b345-a6c87449a9ed,2025-08-03
382,2025-05-13,"Wilmington, NC",Waxahatchee,Live Oak Bank Pavilion,"Wilco, Waxahatchee",,https://link.seated.com/2a5dd6a7-9fcb-4e70-8745-758f9490d628,2025-08-03
383,2025-05-14,"Durham, NC",Waxahatchee,Durham Performing Arts Center,"Waxahatchee, Cameron Winter",,https://link.seated.com/cfd95667-a8cc-44ab-91c7-f2ba2cce1af1,2025-08-03
384,2025-05-15,"Charlotte, NC",Waxahatchee,The Amp Ballantyne,"Wilco, Waxahatchee",,https://link.seated.com/01c2f4f1-b48c-4150-93e7-1dc39eac0bf3,2025-08-03
385,2025-05-16,"Asheville, NC",Waxahatchee,Asheville Yards Amphitheater,"Wilco, Waxahatchee",,https://link.seated.com/6d047934-bb00-4da5-89ea-60fe1f85c24f,2025-08-03
465,2025-05-19,"Austin, TX",Waxahatchee,Austin City Limits,Austin City Limits,,,2025-08-04
466,2025-05-30,"Chicago, IL",Spencer Tweedy,First Church of Chicago,"Parking, Spencer Tweedy, Macie Stewart, Johnny Skin",,,2025-08-04
386,2025-06-01,"Denver, CO",Waxahatchee,Outside Festival,Outside Festival,,https://link.seated.com/27b52c37-d75f-4188-bd70-a8e8bc578a13,2025-08-03
387,2025-06-06,"Barcelona, Spain",Waxahatchee,Primavera Sound,Primavera Sound,,https://link.seated.com/b924a8d7-2adc-4aca-b4ea-4786a43640fb,2025-08-03
388,2025-06-08,"Glasgow, Scotland",Waxahatchee,Barrowland Ballroom,,,https://link.seated.com/dd4f4cf6-9758-4719-9a22-291cd748f320,2025-08-03
389,2025-06-09,"Manchester, UK",Waxahatchee,Albert Hall,,,https://link.seated.com/79ddf447-f61b-4a55-bac2-7610352c03a5,2025-08-03
390,2025-06-10,"Bristol, UK",Waxahatchee,SWX,,,https://link.seated.com/a35ec586-259a-4d33-a400-b0922dcd8a6d,2025-08-03
391,2025-06-11,"London, UK",Waxahatchee,Hammersmith Apollo,,,https://link.seated.com/0509024a-e14e-4424-b85c-91cf7c02c421,2025-08-03
392,2025-06-13,"Porto, Portugal",Waxahatchee,Primavera Porto,Primavera Porto,,https://link.seated.com/018f3cbd-1c45-4b2c-afd4-3c05751ff661,2025-08-03
393,2025-06-15,"Hilvarenbeek, Netherlands",Waxahatchee,Best Kept Secret Festival,Best Kept Secret Festival,,https://link.seated.com/61f5d0ee-7126-4aba-8abe-008b4a2ec486,2025-08-03
467,2025-06-18,"London, UK",Case Oats,Rough Trade West,Case Oats,,,2025-08-04
394,2025-06-20,"Nelsonville, OH",Waxahatchee,Nelsonville Music Festival,Nelsonville Music Festival,,https://nelsonvillefest.org/,2025-08-03
395,2025-06-21,"Lafayette, NY",Waxahatchee,Beak & Skiff Apple Orchards,"Waxahatchee, MJ Lenderman, Hurray For The Riff Raff",,https://link.seated.com/d5811faf-e28b-4cd3-8d58-1d4d25406e37,2025-08-03
396,2025-06-22,"Greenfield, MA",Waxahatchee,Green River Festival,Green River Festival,,https://link.seated.com/2d18cddf-e2ca-4e05-92e9-2a0893af7aac,2025-08-03
397,2025-06-23,"Shelburne, VT",Waxahatchee,The Green at Shelburne Museum,"Waxahatchee, Kevin Morby",,https://link.seated.com/b70601c5-5710-4b77-b131-e62a5a1564cc,2025-08-03
468,2025-06-26,"Chicago, IL",Henry True,The Hideout,"Henry Geragthy, Sara Geist, Henry True",,,2025-08-04
469,2025-06-29,"Chicago, IL",Lucky Cloud,The Whistler,"Lucky Cloud, NadNavillus",,,2025-08-04
470,2025-07-06,"Sawyer, MI",DJ Case Oats,Out There,DJ Case Oats b2b DJ Spencer Tweedy,,,2025-08-04
471,2025-07-19,"Chicago, IL",Finom,Jarvis Square Music & Arts Fest,Jarvis Square Music & Arts Fest,,,2025-08-04
398,2025-07-23,"New York, NY",Eric Slick's Unlimited Edition,Brooklyn Bowl,Eric Slick's Unlimited Edition,,https://www.brooklynbowl.com/brooklyn/events/detail/eric-slick-friends-play-krautrock-k7vgfbnxurbbc,2025-08-03
399,2025-07-24,"South Deerfield, MA",Jeff Tweedy,Tree House Brewing,"Jeff Tweedy, Hannah Cohen",,https://www.tixr.com/groups/treehousebrew/events/jeff-tweedy-132837,2025-08-03
472,2025-07-25,"Newport, RI",Friends of New Time Music with Brad Cook,Jane Pickens Theater,Friends of New Time Music with Brad Cook,,https://link.dice.fm/folkaftershows25,2025-08-04
400,2025-07-26,"Newport, RI",Waxahatchee,Fort Adams State Park,Newport Folk Festival,,https://link.seated.com/3f231569-c994-4fca-90db-0d5e378cb958,2025-08-03
473,2025-07-27,"Newport, RI",Jeff Tweedy,Fort Adams State Park,Newport Folk Festival,,https://newportfolk.org/,2025-08-04
401,2025-07-29,"Columbia, MD",Waxahatchee,Merriweather Post Pavilion,"Lord Huron, Waxahatchee",,https://link.seated.com/a8952174-7e0a-403b-b64e-4cdf1d601e5a,2025-08-03
402,2025-07-30,"New York, NY",Waxahatchee,Madison Square Garden,"Lord Huron, Waxahatchee",,https://link.seated.com/4359d8ff-b3dc-4a41-a282-b06bbaefee93,2025-08-03
403,2025-08-01,"Bloomington, IL",Waxahatchee,The Castle Theatre,"Waxahatchee, Brennan Wedl",,https://link.seated.com/79164610-c9f3-46ed-95c1-3103257be225,2025-08-03
404,2025-08-02,"Omaha, NE",Waxahatchee,Maha Festival,Maha Festival,,https://link.seated.com/dac5eb05-da84-4692-9b9e-c21fc4246340,2025-08-03
405,2025-08-04,"Santa Fe, NM",Waxahatchee,Santa Fe Brewing Co,"Waxahatchee, Brennan Wedl",,https://link.seated.com/2ac23513-a3ed-4412-88e2-b16d533aea34,2025-08-03
406,2025-08-05,"Boulder, CO",Waxahatchee,Chautauqua Auditorium,"Waxahatchee, Brennan Wedl",,https://link.seated.com/4194f30f-b5f8-4532-81df-00dc8c3c338a,2025-08-03
407,2025-08-06,"Salt Lake City, UT",Waxahatchee,Pioneer Park,"Waxahatchee, Foxwarren",,https://link.seated.com/574e4a0e-ddaf-44cf-b427-919e5f83b832,2025-08-03
408,2025-08-08,"Jacksonville, OR",Waxahatchee,Britt Festival Pavilion,"Waxahatchee, Foxwarren",,https://link.seated.com/919d4b86-88c7-4e37-bc95-4d6d5bce553a,2025-08-03
409,2025-08-09,"Portland, OR",Waxahatchee,Pioneer Courthouse Square,"Waxahatchee, Foxwarren",,https://link.seated.com/fa403b4e-09e7-48d1-b1a5-b6d0ba856928,2025-08-03
489,2025-08-11,"Seattle, WA",Waxahatchee,KEXP,Waxahatchee,,,2025-12-30
410,2025-08-10,"Seattle, WA",Waxahatchee,Woodland Park Zoo,"Waxahatchee, Foxwarren",,https://link.seated.com/3f680a56-cfb6-4586-aaa4-4ffdb0e24619,2025-08-03
411,2025-08-16,"Ripon, WI",Lucky Cloud,Avrom Farm,Avrom Farm Party,,https://avromfarmparty.com/,2025-08-03
412,2025-08-19,"New York, NY",Case Oats,Nightclub 101,"Case Oats, Isaac Stalling (solo)",,https://www.ticketweb.com/event/case-oats-isaac-stalling-solo-night-club-101-tickets/14500223,2025-08-03
413,2025-08-20,"Toronto, ON",Case Oats,The Drake Underground,"Case Oats, Burs",,https://dice.fm/partner/dice/event/dk9q56-case-oats-20th-aug-the-drake-underground-toronto-tickets,2025-08-03
414,2025-08-22,"Chicago, IL",Case Oats,The Hideout,"Case Oats, TV Buddha",,https://www.etix.com/ticket/p/47494456/case-oats-with-tv-buddha-chicago-hideout-chicago,2025-08-03
475,2025-08-28,"Austin, TX",Jandek,Austin Scottish Rite Theater,Jandek,,https://corwoodindustries.com/product/austin-concert-ticket/,2025-08-06
477,2025-08-31,"Austin, TX",Case Oats,End of an Ear (signing only),Case Oats,,https://www.instagram.com/p/DNmC7VOvmxk/,2025-08-24
476,2025-09-03,"Chicago, IL",Lucky Cloud,The Hideout,"Lucky Cloud, Katy Pinke, Astrachan",,https://hideoutchicago.com/event/lucky-cloud-katy-pinke-astrachan/hideout-chicago/chicago/,2025-08-24
415,2025-09-05,"Bangor, ME",Waxahatchee,Maine Savings Amphitheater,"Willie Nelson, Bob Dylan, Sheryl Crow, Waxahatchee, and Madeline Edwards",,https://link.seated.com/a929b99c-b668-4cf0-818b-112103c0f57a,2025-08-03
416,2025-09-06,"Hartford, CT",Waxahatchee,Xfinity Theatre,"Willie Nelson, Bob Dylan, Sheryl Crow, Waxahatchee, and Madeline Edwards",,https://link.seated.com/deb5c055-43f7-4fbc-98da-7ea8db28f615,2025-08-03
417,2025-09-07,"Mansfield, MA",Waxahatchee,Xfinity Center,"Willie Nelson, Bob Dylan, Sheryl Crow, Waxahatchee, and Madeline Edwards",,https://link.seated.com/011f8954-4fd5-4301-8bd8-d84f695a6596,2025-08-03
479,2025-09-09,"Chicago, IL",Waxahatchee,Salt Shed,"Waxahatchee, Jessica Pratt, Sharp Pins",,https://link.seated.com/3802395f-4b9e-4068-94d3-6b4f18200031,2025-09-04
418,2025-09-11,"Louisville, KY",Waxahatchee,Bourbon & Beyond Festival,Bourbon & Beyond Festival,,https://link.seated.com/4b09d5f4-cc91-4c26-a410-604dd17eab6f,2025-08-03
419,2025-09-12,"Camden, NJ",Waxahatchee,Freedom Mortgage Pavilion,"Willie Nelson, Bob Dylan, Sheryl Crow, Waxahatchee, and Madeline Edwards",,https://link.seated.com/5ff388ff-49ff-4d09-b8a6-83797527ed94,2025-08-03
420,2025-09-13,"Holmdel, NJ",Waxahatchee,PNC Bank Arts Center,"Willie Nelson, Bob Dylan, Sheryl Crow, Waxahatchee, and Madeline Edwards",,https://link.seated.com/c03890b5-df09-44b8-8171-541fc5f027ee,2025-08-03
480,2025-09-14,"Columbia, MD",Waxahatchee,Merriweather Post Pavilion,"Willie Nelson, Bob Dylan, Sheryl Crow, and Madeline Edwards",,https://link.seated.com/4e1a1a11-5561-46d9-840a-85671cf190e2,2025-09-04
481,2025-09-16,"Cleveland, OH",Waxahatchee,The Roxy,"Waxahatchee, Bill Fox",,https://link.seated.com/76c947e6-58e2-4b91-a5c0-83f66abd1402,2025-09-04
482,2025-09-18,"Noblesville, IN",Waxahatchee,Ruoff Music Center,"Willie Nelson, Bob Dylan, Sheryl Crow, and Madeline Edwards",,https://link.seated.com/3f648119-a473-423b-bc08-762a70c11b52,2025-09-04
421,2025-09-19,"East Troy, WI",Waxahatchee,Alpine Valley Music Theatre,"Willie Nelson, Bob Dylan, Sheryl Crow, Waxahatchee, and Madeline Edwards",,https://link.seated.com/0f02858e-533b-403c-9022-b594bb107d1f,2025-08-03
484,2025-10-04,"San Francisco, CA",Jeff Tweedy,Hardly Strictly Bluegrass,Hardly Strictly Bluegrass,,https://wilcoworld.net/tour_date_type/4-oct-san-francisco-ca-hardly-strictly-bluegrass/,2025-09-16
483,2025-09-25,"Chicago, IL",Jeff Tweedy,Adler Planetarium,Jeff Tweedy,,https://wilcoworld.net/tour_date_type/25-sept-2025-chicago-il-secret-location/,2025-09-16
478,2025-09-20,"Minneapolis, MN",Waxahatchee,Farm Aid 40,"Willie Nelson, Neil Young, John Mellencamp, and more",,https://link.seated.com/cc46249d-6723-42c3-bf25-2994e80c26d6,2025-08-25
422,2025-10-08,"Three Oaks, MI",Jeff Tweedy,Acorn Theater,"Jeff Tweedy, Sima Cunningham",,https://wilcoworld.net/tour_date_type/8-oct-2025-three-oaks-mi-acorn-theater/,2025-08-03
423,2025-10-10,"Toronto, ON",Jeff Tweedy,The Concert Hall,"Jeff Tweedy, Macie Stewart",,https://link.dice.fm/l68aec20ba3e,2025-08-03
424,2025-10-11,"Montreal, QC",Jeff Tweedy,Théâtre Beanfield,"Jeff Tweedy, Liam Kazar",,https://www.ticketmaster.ca/event/310062E8C6F21FB0?lang=en-ca&brand=evenko,2025-08-03
425,2025-10-13,"Burlington, VT",Jeff Tweedy,Higher Ground,"Jeff Tweedy, Sima Cunningham",,https://wl.seetickets.us/event/jeff-tweedy/657631?afflky=HigherGround,2025-08-03
426,2025-10-14,"Lebanon,  NH",Jeff Tweedy,Lebanon Opera House,"Jeff Tweedy, Macie Stewart",,https://lebanonoperahouse.my.salesforce-sites.com/ticket/#/events/a0SUU000001752P2AQ,2025-08-03
428,2025-10-16,"Portland, ME",Jeff Tweedy,The State Theatre,"Jeff Tweedy, Liam Kazar",,https://www.ticketmaster.com/event/010062EABB3F68EA,2025-08-03
429,2025-10-17,"Norwalk, CT",Jeff Tweedy,District Music Hall,"Jeff Tweedy, Sima Cunningham",,https://www.eventbrite.com/e/jeff-tweedy-twilight-override-tour-tickets-1481378275299,2025-08-03
430,2025-10-18,"Boston, MA",Jeff Tweedy,Royale,"Jeff Tweedy, Macie Stewart",,https://www.axs.com/events/1049303/jeff-tweedy-tickets?skin=boweryboston,2025-08-03
490,2025-10-21,"New York, NY",Jeff Tweedy,The Late Show With Stephen Colbert,Jeff Tweedy,,,2025-12-30
431,2025-10-20,"Philadelphia, PA",Jeff Tweedy,Union Transfer,"Jeff Tweedy, Sima Cunningham",,https://www.axs.com/events/1046875/jeff-tweedy-tickets?skin=uniontransfer,2025-08-03
432,2025-10-22,"New York, NY",Jeff Tweedy,Brooklyn Steel,"Jeff Tweedy, Liam Kazar",,https://www.axs.com/events/1052833/jeff-tweedy-tickets?skin=brooklynsteel,2025-08-03
433,2025-10-24,"Patchogue, NY",Jeff Tweedy,Patchogue Theatre,"Jeff Tweedy, Macie Stewart",,https://ci.ovationtix.com/34780/performance/11670156,2025-08-03
434,2025-10-25,"Richmond, VA",Jeff Tweedy,Lewis Ginter Botanical Garden,"Jeff Tweedy, Liam Kazar",,https://www.etix.com/ticket/p/97191721/jeff-tweedy-wspecial-guest-liam-kazar-henrico-lewis-ginter-botanical-garden,2025-08-03
435,2025-10-26,"Washington, DC",Jeff Tweedy,Lincoln Theater,"Jeff Tweedy, Sima Cunningham",,https://www.ticketmaster.com/event/150062E890DC1541,2025-08-03
436,2025-10-27,"Washington, DC",Jeff Tweedy,9:30 Club,"Jeff Tweedy, Macie Stewart",,https://www.ticketmaster.com/event/150062E7BAAD24F0,2025-08-03
437,2025-10-29,"Grundy County, TN",Jeff Tweedy,Caverns,"Jeff Tweedy, Liam Kazar",,https://tixr.com/e/150600,2025-08-03
491,2025-10-31,"Chicago, IL",Case Oats,Hungry Brain,"Case Oats, Alga, Winefred RT",,,2025-12-30
438,2025-10-30,"Louisville, KY",Jeff Tweedy,Headliners,"Jeff Tweedy, Sima Cunningham",,https://tixr.com/e/150410,2025-08-03
439,2025-11-01,"Chicago, IL",Jeff Tweedy,Salt Shed,"Jeff Tweedy, Macie Stewart",,https://www.ticketmaster.com/event/040062EB21BC49CD,2025-08-03
440,2025-11-05,"Milwaukee, WI",Jeff Tweedy,Pabst Theater,"Jeff Tweedy, Liam Kazar",,https://www.pabsttheatergroup.com/events/detail/jeff-tweedy-2025,2025-08-03
441,2025-11-06,"Minneapolis, MN",Jeff Tweedy,First Ave,"Jeff Tweedy, Sima Cunningham",,https://wilcoworld.net/tour_date_type/6-nov-2025-minneapolis-mn-first-ave/,2025-08-03
442,2025-11-08,"Lawrence, KS",Jeff Tweedy,Liberty Hall,"Jeff Tweedy, Macie Stewart",,https://www.ticketmaster.com/event/060062E8EBA22E8F,2025-08-03
443,2025-11-09,"Tulsa, OK",Jeff Tweedy,Cain's Ballroom,"Jeff Tweedy, Liam Kazar",,https://www.etix.com/ticket/p/30841135/,2025-08-03
444,2025-11-11,"Dallas, TX",Jeff Tweedy,Longhorn,"Jeff Tweedy, Sima Cunningham",,https://www.prekindle.com/promo/id/-2853111880159915394,2025-08-03
445,2025-11-12,"Austin, TX",Jeff Tweedy,Paramount Theater,"Jeff Tweedy, Macie Stewart",,https://tickets.austintheatre.org/12807/12808,2025-08-03
446,2025-11-14,"Houston, TX",Jeff Tweedy,The Heights,"Jeff Tweedy, Liam Kazar",,https://www.prekindle.com/promo/id/-2853111880214572196,2025-08-03
447,2025-11-15,"New Orleans, LA",Jeff Tweedy,Chickie Wah Wah,"Jeff Tweedy, Sima Cunningham",,https://wilcoworld.net/tour_date_type/15-nov-2025-new-orleans-la-chickie-wah-wah/,2025-08-03
448,2025-11-16,"New Orleans, LA",Jeff Tweedy,Chickie Wah Wah,"Jeff Tweedy, Macie Stewart",,https://wilcoworld.net/tour_date_type/16-nov-2025-new-orleans-la-chickie-wah-wah/,2025-08-03
485,2025-11-19,"Germantown, TN",Jeff Tweedy,Germantown PAC,"Jeff Tweedy, Liam Kazar",,,2025-09-16
449,2025-11-18,"Hattiesburg, MS",Jeff Tweedy,Saenger Theatre,"Jeff Tweedy, Liam Kazar",,https://www.ticketmaster.com/event/1B0062EA9EAF24AA,2025-08-03
450,2025-11-20,"Bloomington, IN",Jeff Tweedy,Buskirk-Chumley Theater,"Jeff Tweedy, Sima Cunningham",,https://www.ticketmaster.com/event/070062E99AC41714,2025-08-03
495,2025-12-19,"New York, NY",Jeff Tweedy,Bowery Ballroom,"Yo La Tengo, Jo Firestone, Jeff Tweedy",,,2025-12-30
494,2025-12-17,"Chicago, IL",Erin Rae,Thalia Hall,"The Lemonheads, Erin Rae",,,2025-12-30
488,2025-12-13,"Chicago, IL",Case Oats,Schubas,"Case Oats, Oyeme",,https://lh-st.com/shows/12-13-2025-case-oats/,2025-10-29
493,2025-11-29,"Chicago, IL",Jeff Tweedy,Letters to Santa,Letters to Santa,,https://www.letterscharity.org/,2025-12-30
492,2025-11-22,"Chicago, IL",Elizabeth Moen,Timber Lanes (sit-in),"Elizabeth Moen, Alex Leeds",,,2025-12-30
451,2025-11-21,"Madison, WI",Jeff Tweedy,Shannon Hall,"Jeff Tweedy, Macie Stewart",,https://artsticketing.wisc.edu/Online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=70E247DB-136A-46E9-9CFF-DD10C2892600,2025-08-03
533,2026-01-17,"Riviera Maya, Mexico",Yo La Tengo,Sky Blue Sky Festival,Sky Blue Sky Festival,,https://wilcoskybluesky.com/,2026-03-01
535,2026-01-17,"Riviera Maya, Mexico",Golden Smog,Sky Blue Sky Festival,Sky Blue Sky Festival,,https://wilcoskybluesky.com/,2026-03-01
452,2026-02-11,"Madrid, Spain",Jeff Tweedy,Teatro Eslava,,,https://feverup.com/m/398922,2025-08-03
453,2026-02-12,"Barcelona, Spain",Jeff Tweedy,Paral-lel 62,,,https://feverup.com/m/386330,2025-08-03
454,2026-02-14,"Paris, France",Jeff Tweedy,Alhambra,,,https://www.aegpresents.fr/event/jeff-tweedy/,2025-08-03
455,2026-02-15,"Geneva, Switzerland",Jeff Tweedy,Antigel Festival,,,https://wilcoworld.net/tour_date_type/15-feb-2026-geneva-switzerland-antigel-festival/,2025-08-03
456,2026-02-17,"Antwerp, Belgium",Jeff Tweedy,De Roma,,,https://apps.ticketmatic.com/widgets/de_roma/flow/roma?event=134549679012,2025-08-03
457,2026-02-18,"Utrecht, Netherlands",Jeff Tweedy,TivoliVredenburg,,,https://www.tivolivredenburg.nl/agenda/59137635/jeff-tweedy-18-02-2026?utm_source=ext&utm_medium=arbo,2025-08-03
458,2026-02-20,"London, UK",Jeff Tweedy,Islington Assembly Hall,,,https://wilcoworld.net/tour_date_type/20-feb-2026-london-uk-islington-assembly-hall/,2025-08-03
507,2026-02-22,"London, UK",Finom,The Lexington,"Finom, Liam Kazar",,https://link.dice.fm/Y8d33ac49310?dice_id=Y8d33ac49310,2025-12-30
508,2026-02-22,"London, UK",Liam Kazar,The Lexington,"Finom, Liam Kazar",,https://link.dice.fm/Y8d33ac49310?dice_id=Y8d33ac49310,2025-12-30
459,2026-02-21,"London, UK",Jeff Tweedy,Islington Assembly Hall,,,https://myticket.co.uk/artists/jeff-tweedy,2025-08-03
486,2025-09-24,"Chicago, IL",Liam Kazar,Judson & Moore Distillery (private),Liam Kazar,,,2025-09-23
500,2026-01-04,"Los Angeles, CA",Jeff Tweedy,Largo at the Coronet,Jeff Tweedy,,,2025-12-30
504,2026-01-16,"Riviera Maya, Mexico",Jeff Tweedy,Sky Blue Sky Festival,Sky Blue Sky Festival,,https://wilcoskybluesky.com/,2025-12-30
505,2026-01-16,"Riviera Maya, Mexico",Case Oats,Sky Blue Sky Festival,Sky Blue Sky Festival,,https://wilcoskybluesky.com/,2025-12-30
506,2026-01-15,"Riviera Maya, Mexico",Waxahatchee,Sky Blue Sky Festival,Sky Blue Sky Festival,,https://wilcoskybluesky.com/,2025-12-30
503,2026-01-08,"Los Angeles, CA",Jeff Tweedy,Largo at the Coronet,Jeff Tweedy,,,2025-12-30
501,2026-01-05,"Los Angeles, CA",Jeff Tweedy,Largo at the Coronet,Jeff Tweedy,,,2025-12-30
502,2026-01-07,"Los Angeles, CA",Jeff Tweedy,Largo at the Coronet,Jeff Tweedy,,,2025-12-30
499,2025-12-31,"Chicago, IL",Aux Thom,Color Club,Aux Thom,,https://link.dice.fm/Pb526bf2b694?dice_id=Pb526bf2b694,2025-12-30
498,2025-12-27,"Chicago, IL",Sammy Tweedy,Color Club,"Sammy Tweedy, Jonah Wallach, rubbersands",,https://dice.fm/event/dk8m5q-sammy-tweedy-jonah-wallach-rubbersands-27th-dec-color-club-chicago-tickets,2025-12-30
497,2025-12-20,"New York, NY",Jeff Tweedy,The Bitter End,Jeff Tweedy,,,2025-12-30
509,2026-03-10,"Des Moines, IA",Jeff Tweedy,Hoyt Sherman Place,"Jeff Tweedy, Sima Cunningham",,https://www.ticketmaster.com/event/0600636CE268F7CB,2025-12-30
510,2026-03-11,"Omaha, NE",Jeff Tweedy,The Waiting Room,"Jeff Tweedy, Macie Stewart",,https://www.etix.com/ticket/p/36988154/,2025-12-30
511,2026-03-13,"Denver, CO",Jeff Tweedy,The Ogden Theatre,"Jeff Tweedy, Liam Kazar",,https://www.axs.com/events/1225443/jeff-tweedy-tickets,2025-12-30
512,2026-03-14,"Santa Fe, NM",Jeff Tweedy,The Lensic,"Jeff Tweedy, Sima Cunningham",,https://wilcoworld.net/tour_date_type/14-march-2026-santa-fe-nm-the-lensic/,2025-12-30
513,2026-03-16,"Phoenix, AZ",Jeff Tweedy,The Van Buren,"Jeff Tweedy, Macie Stewart",,https://www.ticketmaster.com/event/1900636BBD316949,2025-12-30
569,2026-03-19,"Los Angeles, CA",Jeff Tweedy,Jimmy Kimmel Live!,Jimmy Kimmel Live!,,,2026-06-13
514,2026-03-17,"Tucson, AZ",Jeff Tweedy,La Rosa Tucson,"Jeff Tweedy, Liam Kazar",,https://wilcoworld.net/tour_date_type/17-march-2026-tucson-az-la-rosa-tucson/,2025-12-30
515,2026-03-20,"Los Angeles, CA",Jeff Tweedy,The Belasco,"Jeff Tweedy, Sima Cunningham",,https://www.ticketmaster.com/event/0900636ED038562E,2025-12-30
516,2026-03-21,"Los Angeles, CA",Jeff Tweedy,The United Theater on Broadway,"Jeff Tweedy, Macie Stewart",,https://www.axs.com/events/1231169/jeff-tweedy-tickets,2025-12-30
517,2026-03-22,"Ventura, CA",Jeff Tweedy,The Ventura Theatre,"Jeff Tweedy, Liam Kazar",,https://www.ticketweb.com/event/jeff-tweedy-with-special-guest-ventura-theater-tickets/14685073,2025-12-30
518,2026-03-24,"Santa Cruz, CA",Jeff Tweedy,The Rio Theatre,"Jeff Tweedy, Sima Cunningham",,https://wilcoworld.net/tour_date_type/24-march-2026-santa-cruz-ca-the-rio-theatre/,2025-12-30
519,2026-03-25,"San Francisco, CA",Jeff Tweedy,The Fillmore,"Jeff Tweedy, Macie Stewart",,https://www.ticketmaster.com/event/1C00637048479AAF,2025-12-30
520,2026-03-26,"San Francisco, CA",Jeff Tweedy,The Fillmore,"Jeff Tweedy, Liam Kazar",,https://wilcoworld.net/tour_date_type/26-march-2026-san-francisco-ca-the-fillmore/,2025-12-30
521,2026-03-27,"Napa, CA",Jeff Tweedy,Uptown Theatre,"Jeff Tweedy, Sima Cunningham",,https://wilcoworld.net/tour_date_type/27-march-2026-napa-ca-uptown-theatre/,2025-12-30
522,2026-03-28,"Redding, CA",Jeff Tweedy,Cascade Theatre,"Jeff Tweedy, Macie Stewart",,https://www.etix.com/ticket/p/62900356/jeff-tweedytwilight-override-tour-redding-cascade-theatre,2025-12-30
523,2026-03-30,"Eugene, OR",Jeff Tweedy,Shedd Jaqua Concert Hall,"Jeff Tweedy, Liam Kazar",,https://tickets.theshedd.org/10441/10442,2025-12-30
524,2026-03-31,"Portland, OR",Jeff Tweedy,Revolution Hall,"Jeff Tweedy, Liam Kazar",,https://www.etix.com/ticket/p/54164747/jeff-tweedy-twilight-override-tour-night-1-portland-revolution-hall,2025-12-30
525,2026-04-01,"Portland, OR",Jeff Tweedy,Revolution Hall,"Jeff Tweedy, Sima Cunningham",,https://www.etix.com/ticket/p/76074244/jeff-tweedy-twilight-override-tour-night-2-portland-revolution-hall,2025-12-30
526,2026-04-02,"Seattle, WA",Jeff Tweedy,The Moore Theater,"Jeff Tweedy, Macie Stewart",,https://www.ticketmaster.com/event/0F006378E75B861F,2025-12-30
527,2026-04-04,"Vancouver, BC",Jeff Tweedy,Commodore Ballroom,"Jeff Tweedy, Liam Kazar",,https://www.ticketmaster.ca/event/1100636D8EED807E,2025-12-30
528,2026-04-05,"Victoria, BC",Jeff Tweedy,Royal Theatre,"Jeff Tweedy, Sima Cunningham",,https://admitone.com/events/jeff-tweedy-victoria-10193938,2025-12-30
529,2026-04-07,"Missoula, MT",Jeff Tweedy,The Wilma,"Jeff Tweedy, Macie Stewart",,https://www.ticketmaster.com/event/1E00636ED2089B01?brand=logjampresents,2025-12-30
